 H-PET_1.txt
L95PPU             U95PPU         M95PPU
6.371010         6.374780         6.373000       
1.459025         1.468450         1.464000       
0.246002         0.246935         0.246167       
0.000000         0.000000         0.000000       
23.821001        23.821936        23.821501      
24.598000        24.598000        24.598000      
50.771530        51.336281        51.108997      
58.294006        60.164944        59.356663      
38.903458        40.830498        39.994835      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.472004         3.472947         3.472667       
10.245000        10.245000        10.245000      
19.421003        19.422871        19.421501      
23.578022        23.580822        23.579500      
22.218002        22.218935        22.218332      
52.483521        52.673851        52.615330      
47.123871        47.482929        47.369663      
35.817768        36.163700        36.054829      
45.451427        47.000713        46.367168      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.461000         0.461000         0.461000       
36.304150        36.322914        36.319336      
39.547165        39.567799        39.563503      
42.737442        42.792767        42.779003      
103.790421       114.076080       108.031166     
106.325104       108.716095       108.133156     
103.381310       108.365685       106.006996     
84.550766        88.602989        86.634499      
4.692112         9.158026         6.719833       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
1.622015         1.623870         1.623000       
10.816031        10.819736        10.818166      
14.445045        14.450609        14.448834      
39.010185        39.033611        39.028332      
30.546186        30.569628        30.564333      
25.864180        25.886675        25.881500      
23.265171        23.286737        23.282000      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.002000         0.002000         0.002000       
8.613999         8.613999         8.613999       
25.653997        25.653997        25.653997      
21.805000        21.805000        21.805000      
29.099001        29.099001        29.099001      
27.642002        27.642935        27.642334      
59.679642        70.268890        63.727665      
52.207287        62.211697        56.040501      
23.092936        32.513462        26.712334      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.908000         5.908000         5.908000       
9.000031         9.003736         9.001832       
29.525061        29.532488        29.528666      
57.532799        58.255562        57.948334      
51.638752        52.355881        52.050495      
41.353676        42.061462        41.759666      
44.196529        44.885624        44.592167      
33.485348        34.152004        33.868000      
5.785965         6.404933         6.142666       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
1.808002         1.808935         1.808167       
1.432002         1.432935         1.432167       
21.982008        21.983871        21.982834      
49.691032        49.694744        49.692669      

 H-GW_RCHG_1.txt
L95PPU             U95PPU         M95PPU
0.092408         0.390135         0.247833       
0.131934         0.363815         0.244167       
0.124213         0.397825         0.274667       
0.256069         1.783595         0.614667       
0.246353         1.496835         0.557667       
0.186686         1.102105         0.442000       
0.150880         0.866080         0.376500       
0.117171         0.656365         0.311333       
0.088590         0.483440         0.251667       
0.072490         0.380420         0.218833       
0.054823         0.280205         0.179333       
0.044418         0.221133         0.157500       
0.034282         0.192885         0.134833       
0.028088         0.162575         0.108500       
0.306527         0.934190         0.510333       
1.229403         6.047689         2.896833       
1.446716         6.094586         3.102167       
1.271997         4.499710         2.459000       
1.188510         3.550159         2.086000       
1.073551         2.700445         1.716167       
0.939260         1.997160         1.378000       
0.878820         1.584760         1.188333       
0.750348         1.333310         0.964833       
0.667258         1.227870         0.857500       
0.571108         1.094470         0.743833       
0.529839         1.234795         0.780500       
0.526510         3.766320         1.238333       
0.423599         3.209910         1.077000       
0.397640         3.204481         1.073333       
0.304545         2.372830         0.849167       
0.247517         1.866030         0.718167       
0.191920         1.413720         0.590000       
0.144607         1.040470         0.473333       
0.116824         0.818055         0.408333       
0.088074         0.603055         0.332000       
0.070624         0.473855         0.290000       
0.066370         0.361830         0.251000       
0.088605         0.288695         0.216333       
0.140372         0.311477         0.240667       
0.143192         0.291857         0.219833       
0.131425         0.307650         0.238500       
0.097493         0.282065         0.211167       
0.076530         0.265740         0.188333       
0.058485         0.242130         0.163000       
0.043387         0.214975         0.137500       
0.034365         0.203170         0.124167       
0.026387         0.197975         0.131167       
0.515097         2.029310         1.061667       
2.428965         8.131940         4.736166       
2.285510         6.882159         4.115499       
2.725260         8.253159         4.829167       
3.112665         8.741140         5.318167       
2.951923         6.906012         4.553000       
2.585170         5.110721         3.647667       
2.418544         4.043575         3.137500       
2.186110         3.206761         2.618000       
1.870342         2.744094         2.131333       
1.514949         2.495555         1.862667       
1.219568         2.155414         1.569000       
1.004878         1.967790         1.397333       
0.786799         1.730155         1.198167       
0.556330         1.383280         0.941500       
0.474544         1.354575         0.906667       
0.349255         1.164090         0.768500       
0.275158         1.065585         0.703000       
0.202846         0.915358         0.594833       
0.160813         0.864875         0.539333       
0.121670         0.790060         0.473667       
0.090434         0.694815         0.404500       
0.071355         0.656180         0.369833       
0.053126         0.581145         0.317333       
0.042048         0.550510         0.291667       
0.031898         0.503110         0.259000       
0.023643         0.431530         0.216667       
0.019665         0.433140         0.218000       
0.016105         0.400090         0.207167       
0.013067         0.392415         0.206167       
0.010760         0.352080         0.181667       
0.008625         0.333250         0.166667       
0.006415         0.305070         0.147833       
0.005145         0.270410         0.127500       
0.004016         0.256385         0.118000       
0.002904         0.227335         0.102000       
0.002855         0.215180         0.094500       
0.001784         0.196415         0.084333       
0.001660         0.165560         0.070833       
0.001701         0.175845         0.078833       
0.000634         0.158015         0.070333       
0.001283         0.159885         0.077000       
0.001260         0.157080         0.083500       
0.001297         0.161755         0.089500       
0.001207         0.150535         0.080500       
0.001073         0.133705         0.068833       
0.001013         0.126225         0.062500       
0.000900         0.112200         0.053833       
0.000847         0.105655         0.049333       
0.000780         0.097240         0.044000       
0.007765         0.103135         0.066833       
0.169043         2.049895         0.654000       
0.193325         3.671550         1.112667       
0.205217         2.897345         0.944667       
0.198195         2.135930         0.751500       
0.186007         1.680805         0.626333       
0.164975         1.274650         0.506500       
0.130167         0.938645         0.399667       
0.110685         0.739190         0.339167       
0.087225         0.547825         0.270500       
0.074567         0.466965         0.232167       
0.063790         0.408820         0.193667       
0.047265         0.327370         0.147333       
0.042129         0.322435         0.138667       
0.033971         0.275165         0.113833       
0.028896         0.251465         0.100167       
0.022776         0.215545         0.083333       
0.019713         0.196650         0.074167       
0.015634         0.173015         0.063667       
0.012548         0.148510         0.053500       
0.010502         0.135290         0.048167       
0.008431         0.115525         0.040667       
0.007265         0.106110         0.036833       
0.006235         0.093890         0.032500       
0.004198         0.077865         0.026500       
0.012177         0.078385         0.031667       
0.031135         0.081490         0.044500       
0.026130         0.074620         0.039333       
0.020117         0.063945         0.032833       
0.016113         0.058075         0.029333       
0.012105         0.051270         0.025167       
0.009092         0.043595         0.021333       
0.007088         0.039725         0.019167       
0.005077         0.033985         0.016167       
0.004218         0.031115         0.016333       
0.003195         0.027310         0.020000       
0.002158         0.021793         0.015833       
0.002158         0.021793         0.015167       
0.001143         0.018907         0.013000       
0.001135         0.017965         0.011667       
0.001120         0.015960         0.009833       
0.001113         0.015025         0.009167       
0.000105         0.013090         0.007667       
0.000098         0.012155         0.006833       
0.000090         0.011220         0.006167       
0.000041         0.010285         0.005333       
0.000037         0.009350         0.004833       

 S-SNOW_1.txt
L95PPU             U95PPU         M95PPU
11.224999        11.224999        11.224999      
43.799999        43.799999        43.799999      
3.000000         3.000000         3.000000       
3.800000         3.800000         3.800000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
26.211000        26.211000        26.211000      
22.300001        22.300001        22.300001      
10.510001        10.510001        10.510001      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
7.893000         7.893000         7.893000       
24.863001        24.863001        24.863001      
43.054996        43.054996        43.054996      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
28.129000        28.129000        28.129000      
25.875000        25.875000        25.875000      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
18.025999        18.025999        18.025999      
37.527004        37.527004        37.527004      
15.000000        15.000000        15.000000      
6.200000         6.200000         6.200000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.500000         3.500000         3.500000       
12.700000        12.700000        12.700000      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
6.000000         6.000000         6.000000       
12.025001        12.025001        12.025001      
6.775000         6.775000         6.775000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
2.925000         2.925000         2.925000       
40.666000        40.666000        40.666000      
5.000000         5.000000         5.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
2.000000         2.000000         2.000000       
9.300000         9.300000         9.300000       
81.338005        81.338005        81.338005      
13.801000        13.801000        13.801000      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.765000         5.765000         5.765000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.500000         3.500000         3.500000       
9.982001         9.982001         9.982001       
8.886001         8.886001         8.886001       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
2.200000         2.200000         2.200000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
5.400000         5.400000         5.400000       
0.000000         0.000000         0.000000       

 S-PET_1.txt
L95PPU             U95PPU         M95PPU
15.052001        15.052001        15.052001      
25.836000        25.836000        25.836000      
69.276001        69.276001        69.276001      
105.468010       105.468010       105.468010     
160.727005       160.727005       160.727005     
209.137985       209.137985       209.137985     
212.018997       212.018997       212.018997     
189.929001       189.929001       189.929001     
154.251999       154.251999       154.251999     
88.216003        88.216003        88.216003      
54.577999        54.577999        54.577999      
27.257002        27.257002        27.257002      
17.848000        17.848000        17.848000      
31.254999        31.254999        31.254999      
58.567997        58.567997        58.567997      
113.992989       113.992989       113.992989     
149.403000       149.403000       149.403000     
195.120987       195.120987       195.120987     
219.106003       219.106003       219.106003     
195.860001       195.860001       195.860001     
145.740005       145.740005       145.740005     
82.757011        82.757011        82.757011      
44.511997        44.511997        44.511997      
17.459000        17.459000        17.459000      
12.252999        12.252999        12.252999      
25.676001        25.676001        25.676001      
57.257999        57.257999        57.257999      
105.713005       105.713005       105.713005     
122.387001       122.387001       122.387001     
181.755997       181.755997       181.755997     
214.416000       214.416000       214.416000     
176.669006       176.669006       176.669006     
136.035995       136.035995       136.035995     
94.815002        94.815002        94.815002      
45.014999        45.014999        45.014999      
24.025000        24.025000        24.025000      
17.962999        17.962999        17.962999      
31.046000        31.046000        31.046000      
64.890007        64.890007        64.890007      
111.763000       111.763000       111.763000     
144.979996       144.979996       144.979996     
188.291000       188.291000       188.291000     
208.261978       208.261978       208.261978     
187.820999       187.820999       187.820999     
148.343994       148.343994       148.343994     
88.320992        88.320992        88.320992      
25.829000        25.829000        25.829000      
13.829001        13.829001        13.829001      
24.193001        24.193001        24.193001      
33.625000        33.625000        33.625000      
72.869011        72.869011        72.869011      
117.486000       117.486000       117.486000     
157.749008       157.749008       157.749008     
189.035995       189.035995       189.035995     
205.998001       205.998001       205.998001     
188.146988       188.146988       188.146988     
133.238998       133.238998       133.238998     
83.370003        83.370003        83.370003      
41.386997        41.386997        41.386997      
24.061998        24.061998        24.061998      
28.544001        28.544001        28.544001      
42.550999        42.550999        42.550999      
80.487999        80.487999        80.487999      
108.664001       108.664001       108.664001     
161.837021       161.837021       161.837021     
185.703995       185.703995       185.703995     
206.758011       206.758011       206.758011     
203.110977       203.110977       203.110977     
142.589005       142.589005       142.589005     
87.724998        87.724998        87.724998      
51.299000        51.299000        51.299000      
28.389002        28.389002        28.389002      
23.076002        23.076002        23.076002      
38.653996        38.653996        38.653996      
60.333004        60.333004        60.333004      
99.005989        99.005989        99.005989      
161.893997       161.893997       161.893997     
193.865005       193.865005       193.865005     
210.886978       210.886978       210.886978     
200.594986       200.594986       200.594986     
145.776001       145.776001       145.776001     
82.942009        82.942009        82.942009      
43.799000        43.799000        43.799000      
32.893002        32.893002        32.893002      
27.245001        27.245001        27.245001      
26.608999        26.608999        26.608999      
60.916004        60.916004        60.916004      
120.476997       120.476997       120.476997     
161.156998       161.156998       161.156998     
197.164001       197.164001       197.164001     
205.014999       205.014999       205.014999     
201.051010       201.051010       201.051010     
135.214981       135.214981       135.214981     
94.755989        94.755989        94.755989      
38.346004        38.346004        38.346004      
27.313002        27.313002        27.313002      
14.332000        14.332000        14.332000      
22.949999        22.949999        22.949999      
63.865002        63.865002        63.865002      
115.254005       115.254005       115.254005     
157.884018       157.884018       157.884018     
208.529007       208.529007       208.529007     
211.645996       211.645996       211.645996     
200.477005       200.477005       200.477005     
143.188980       143.188980       143.188980     
93.390007        93.390007        93.390007      
52.785000        52.785000        52.785000      
34.000000        34.000000        34.000000      
28.369001        28.369001        28.369001      
48.490002        48.490002        48.490002      
77.655998        77.655998        77.655998      
119.917992       119.917992       119.917992     
179.307999       179.307999       179.307999     
206.455002       206.455002       206.455002     
204.692993       204.692993       204.692993     
206.098007       206.098007       206.098007     
139.138000       139.138000       139.138000     
97.819000        97.819000        97.819000      
41.803005        41.803005        41.803005      
25.167000        25.167000        25.167000      
25.739000        25.739000        25.739000      
35.796001        35.796001        35.796001      
74.890007        74.890007        74.890007      
123.129997       123.129997       123.129997     
174.514023       174.514023       174.514023     
204.617004       204.617004       204.617004     
225.535019       225.535019       225.535019     
197.169006       197.169006       197.169006     
141.156006       141.156006       141.156006     
77.545998        77.545998        77.545998      
38.136997        38.136997        38.136997      
23.232000        23.232000        23.232000      
26.084000        26.084000        26.084000      
43.764004        43.764004        43.764004      
94.589996        94.589996        94.589996      
129.781998       129.781998       129.781998     
173.181015       173.181015       173.181015     
210.554977       210.554977       210.554977     
206.369995       206.369995       206.369995     
202.992004       202.992004       202.992004     
144.151001       144.151001       144.151001     
91.119011        91.119011        91.119011      
38.529999        38.529999        38.529999      
26.069000        26.069000        26.069000      

 S-AET_1.txt
L95PPU             U95PPU         M95PPU
7.465038         7.469710         7.467833       
17.651937        17.767881        17.708000      
39.095234        39.650265        39.320831      
50.477188        52.013760        51.194996      
41.655155        43.431976        42.480835      
73.149399        82.674248        77.862663      
0.003321         2.070090         0.369000       
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
9.181112         9.195138         9.190500       
7.492083         7.502396         7.498833       
7.541068         7.549417         7.546500       
8.531031         8.534767         8.533166       
19.014278        19.048874        19.036501      
39.572113        39.586018        39.579666      
54.050194        54.197662        54.124165      
45.917671        47.326641        46.494495      
72.907593        73.608467        73.508171      
28.120268        29.925030        28.766333      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
9.633064         9.664789         9.640000       
7.721064         7.752789         7.728000       
9.774170         9.837578         9.790334       
4.837292         4.873758         4.857666       
17.117203        17.167488        17.136499      
34.475594        35.616386        34.919167      
41.738770        43.683849        42.598831      
57.124290        59.198933        58.051998      
59.505394        61.105980        60.255001      
45.061878        62.663425        53.259335      
3.997000         3.997000         3.997000       
3.597000         3.597000         3.597000       
0.000000         0.000000         0.000000       
9.496882         9.729683         9.656501       
11.937578        12.009572        11.987834      
9.881675         9.965148         9.922833       
20.574629        21.023548        20.788832      
35.937599        36.334301        36.117001      
33.906544        34.537918        34.188671      
59.077240        60.129543        59.533169      
84.568169        85.002716        84.726669      
21.330868        29.723812        25.133331      
5.595000         5.595000         5.595000       
0.000000         0.000000         0.000000       
4.473022         4.475827         4.474833       
17.457420        17.509361        17.483833      
10.503120        10.517962        10.512500      
20.129179        20.151434        20.140001      
23.280952        24.511126        23.796667      
43.013397        43.863895        43.407330      
40.813171        40.959015        40.903667      
50.604530        51.169281        50.909332      
74.090508        75.400436        74.945168      
18.812870        20.404463        19.562166      
0.000000         0.000000         0.000000       
2.241000         2.241000         2.241000       
13.061382        13.109070        13.092334      
21.973240        22.003164        21.988832      
10.423255        10.454789        10.438500      
15.591236        15.649904        15.618500      
18.162706        18.249886        18.203667      
25.526268        25.683008        25.600166      
45.958027        46.208454        46.081501      
56.583061        56.961468        56.759502      
43.238235        48.831985        45.984833      
1.999000         1.999000         1.999000       
0.000000         0.000000         0.000000       
6.790010         6.793770         6.791832       
5.965010         5.968781         5.967000       
5.087020         5.094481         5.090666       
0.433000         0.433000         0.433000       
8.555000         8.555000         8.555000       
14.165000        14.165000        14.165000      
36.399052        36.405609        36.403000      
47.451412        47.502846        47.481831      
54.296173        54.691685        54.516499      
39.482944        40.722744        40.185001      
0.000000         0.000000         0.000000       
0.000000         0.000000         0.000000       
3.627000         3.627000         3.627000       
9.627000         9.627000         9.627000       
9.487008         9.487948         9.487833       
9.525001         9.525001         9.525001       
7.250000         7.250000         7.250000       
16.126417        17.051130        16.593500      
28.577463        29.133785        28.869333      
26.203657        26.408638        26.350000      
46.552761        47.270851        47.024998      
68.490623        73.571808        70.400665      
36.136044        37.263668        36.765835      
0.000000         0.000000         0.000000       
4.296000         4.296000         4.296000       
2.948000         2.948000         2.948000       
19.983051        19.989544        19.986834      
15.147012        15.149822        15.148501      
6.126008         6.126948         6.126833       
11.151367        11.196815        11.172000      
36.340855        37.546837        36.891499      
40.811485        41.744617        41.336498      
53.945854        55.412231        54.698833      
83.317268        83.724014        83.562668      
21.534271        29.358656        25.010666      
12.979999        12.979999        12.979999      
3.199000         3.199000         3.199000       
5.716008         5.717884         5.717000       
7.167002         7.167943         7.167333       
4.329001         4.329936         4.329167       
14.399037        14.403672        14.402000      
19.799038        19.803709        19.802500      
20.263023        20.265835        20.265333      
30.467014        30.468891        30.468332      
36.832127        36.848080        36.844666      
0.300000         0.300000         0.300000       
4.994000         4.994000         4.994000       
7.892000         7.892000         7.892000       
1.997000         1.997000         1.997000       
4.822000         4.822000         4.822000       
13.333000        13.333000        13.333000      
8.363999         8.363999         8.363999       
13.151000        13.151000        13.151000      
15.775170        15.921032        15.853333      
32.050686        32.382736        32.213333      
39.518768        39.958313        39.687000      
49.293831        49.748291        49.469666      
34.122948        42.304920        37.441498      
2.299000         2.299000         2.299000       
0.100000         0.100000         0.100000       
2.589000         2.589000         2.589000       
9.311023         9.313830         9.312667       
14.388030        14.391774        14.390332      
13.828031        13.831777        13.830501      
13.126038        13.130711        13.128833      
12.691045        12.696654        12.694333      
29.328096        29.340260        29.335333      
32.828121        32.843098        32.836834      
52.236366        52.281796        52.257504      
4.264143         4.655909         4.489833       
1.000000         1.000000         1.000000       
1.000000         1.000000         1.000000       
4.556000         4.556000         4.556000       
