Stname     observed       L95PPU         U95PPU       Best_Sim
FLOW_OUT_1.txt        1.110000       0.093752       0.625719       0.663000       
FLOW_OUT_1.txt        0.890000       0.090944       0.546476       0.578400       
FLOW_OUT_1.txt        2.050000       0.024180       0.480519       0.512500       
FLOW_OUT_1.txt        6.180000       0.016134       0.424346       0.452800       
FLOW_OUT_1.txt        10.860000      0.028674       0.779619       0.474500       
FLOW_OUT_1.txt        5.540000       0.028793       0.350570       0.373000       
FLOW_OUT_1.txt        7.060000       0.017623       0.301393       0.321200       
FLOW_OUT_1.txt        0.200000       0.011690       0.262494       0.280000       
FLOW_OUT_1.txt        0.000000       0.007579       0.228855       0.244300       
FLOW_OUT_1.txt        0.090000       0.006658       0.202342       0.216000       
FLOW_OUT_1.txt        1.070000       0.007354       0.180420       0.192500       
FLOW_OUT_1.txt        1.650000       0.005291       0.158319       0.169000       
FLOW_OUT_1.txt        1.980000       0.004134       0.139455       0.148900       
FLOW_OUT_1.txt        1.930000       0.009907       0.129362       0.137700       
FLOW_OUT_1.txt        2.980000       0.007357       0.113314       0.120700       
FLOW_OUT_1.txt        4.750000       0.031279       0.175867       0.130700       
FLOW_OUT_1.txt        17.879999      0.043927       0.409575       0.129900       
FLOW_OUT_1.txt        9.790000       0.035442       0.210062       0.112700       
FLOW_OUT_1.txt        0.850000       0.019723       0.084947       0.089500       
FLOW_OUT_1.txt        1.090000       0.010782       0.068324       0.072340       
FLOW_OUT_1.txt        0.050000       0.006542       0.057269       0.060810       
FLOW_OUT_1.txt        0.000000       0.005434       0.050270       0.053400       
FLOW_OUT_1.txt        1.040000       0.008689       0.048333       0.051100       
FLOW_OUT_1.txt        1.980000       0.012461       0.047513       0.049960       
FLOW_OUT_1.txt        1.950000       0.011395       0.042396       0.044560       
FLOW_OUT_1.txt        1.840000       0.008723       0.036310       0.038000       
FLOW_OUT_1.txt        2.770000       0.121013       3.254311       1.012000       
FLOW_OUT_1.txt        3.580000       0.019658       0.113335       0.047720       
FLOW_OUT_1.txt        10.160000      0.013588       0.042848       0.039250       
FLOW_OUT_1.txt        2.840000       0.021238       0.420437       0.042170       
FLOW_OUT_1.txt        0.320000       0.025213       0.055995       0.045830       
FLOW_OUT_1.txt        2.050000       0.030553       0.463482       0.047010       
FLOW_OUT_1.txt        0.000000       0.015461       0.052897       0.031820       
FLOW_OUT_1.txt        0.000000       0.008994       0.040924       0.023400       
FLOW_OUT_1.txt        0.230000       0.005869       0.036829       0.018570       
FLOW_OUT_1.txt        0.700000       0.027292       0.057651       0.038500       
FLOW_OUT_1.txt        0.880000       0.020690       0.050378       0.030580       
FLOW_OUT_1.txt        2.070000       0.011799       0.043918       0.020380       
FLOW_OUT_1.txt        1.800000       0.086572       5.670596       1.403000       
FLOW_OUT_1.txt        11.490000      0.765664       4.563446       2.374000       
FLOW_OUT_1.txt        8.530000       0.487212       1.087108       0.732500       
FLOW_OUT_1.txt        2.710000       0.071734       0.355419       0.375300       
FLOW_OUT_1.txt        0.540000       0.021695       0.303622       0.323300       
FLOW_OUT_1.txt        0.000000       0.014761       0.263349       0.280700       
FLOW_OUT_1.txt        0.000000       0.012932       0.232009       0.247300       
FLOW_OUT_1.txt        0.000000       0.008392       0.201987       0.215500       
FLOW_OUT_1.txt        0.250000       0.007325       0.178455       0.190400       
FLOW_OUT_1.txt        0.770000       0.009201       0.160537       0.171100       
FLOW_OUT_1.txt        1.050000       0.007722       0.141558       0.150900       
FLOW_OUT_1.txt        1.190000       0.019696       0.137853       0.146100       
FLOW_OUT_1.txt        1.440000       0.017272       0.122178       0.129500       
FLOW_OUT_1.txt        1.330000       0.011615       0.104796       0.111300       
FLOW_OUT_1.txt        1.380000       0.014132       0.096548       0.102300       
FLOW_OUT_1.txt        0.230000       0.012233       0.085085       0.090170       
FLOW_OUT_1.txt        0.210000       0.007795       0.072223       0.076720       
FLOW_OUT_1.txt        0.090000       0.005762       0.062743       0.066720       
FLOW_OUT_1.txt        0.080000       0.005600       0.055960       0.059470       
FLOW_OUT_1.txt        0.000000       0.004050       0.048586       0.051690       
FLOW_OUT_1.txt        0.020000       0.003528       0.042944       0.045690       
FLOW_OUT_1.txt        0.720000       0.014310       0.049172       0.051600       
FLOW_OUT_1.txt        1.220000       0.010362       0.041202       0.043350       
FLOW_OUT_1.txt        1.330000       0.012445       0.039664       0.041560       
FLOW_OUT_1.txt        0.980000       0.008870       0.291662       0.033670       
FLOW_OUT_1.txt        3.270000       0.178049       4.323091       1.469000       
FLOW_OUT_1.txt        2.240000       0.037840       0.067576       0.069660       
FLOW_OUT_1.txt        0.330000       0.027280       0.052016       0.053750       
FLOW_OUT_1.txt        0.130000       0.017416       0.038676       0.040160       
FLOW_OUT_1.txt        0.000000       0.009613       0.028090       0.029380       
FLOW_OUT_1.txt        0.000000       0.005754       0.021922       0.023050       
FLOW_OUT_1.txt        0.000000       0.004032       0.018266       0.019260       
FLOW_OUT_1.txt        0.290000       0.006554       0.019123       0.020000       
FLOW_OUT_1.txt        0.430000       0.015415       0.026515       0.027290       
FLOW_OUT_1.txt        0.650000       0.022477       0.217956       0.032130       
FLOW_OUT_1.txt        1.230000       0.026606       0.035609       0.036160       
FLOW_OUT_1.txt        1.030000       0.014522       0.022416       0.022900       
FLOW_OUT_1.txt        2.350000       0.013738       0.020694       0.021110       
FLOW_OUT_1.txt        0.730000       0.015685       0.021994       0.022180       
FLOW_OUT_1.txt        0.480000       0.016773       0.022490       0.022500       
FLOW_OUT_1.txt        0.110000       0.009374       0.014553       0.014440       
FLOW_OUT_1.txt        0.000000       0.005507       0.010165       0.009984       
FLOW_OUT_1.txt        0.000000       0.003635       0.007851       0.007586       
FLOW_OUT_1.txt        0.000000       0.003146       0.006967       0.006641       
FLOW_OUT_3.txt        46.270000      4.505320       23.369883      14.820000      
FLOW_OUT_3.txt        59.360001      39.465202      192.615189     101.699997     
FLOW_OUT_3.txt        143.550003     61.420048      268.372955     156.600006     
FLOW_OUT_3.txt        233.869995     36.876350      106.234642     60.349998      
FLOW_OUT_3.txt        91.639999      11.840275      16.820950      15.360000      
FLOW_OUT_3.txt        6.960000       0.212169       3.184533       3.392000       
FLOW_OUT_3.txt        0.970000       0.025956       1.367582       1.461000       
FLOW_OUT_3.txt        0.480000       0.019352       0.434278       0.463200       
FLOW_OUT_3.txt        0.850000       0.016550       1.093043       1.168000       
FLOW_OUT_3.txt        10.820000      0.021825       3.784036       4.046000       
FLOW_OUT_3.txt        28.090000      0.118638       6.613578       5.790000       
FLOW_OUT_3.txt        40.009998      4.256225       16.252274      15.110000      
FLOW_OUT_3.txt        48.169998      1.480037       7.094713       6.561000       
FLOW_OUT_3.txt        56.700001      65.968925      197.981598     124.900002     
FLOW_OUT_3.txt        213.419998     37.700500      199.829468     99.139999      
FLOW_OUT_3.txt        329.299988     58.992199      140.299789     79.250000      
FLOW_OUT_3.txt        72.669998      33.461052      52.140903      36.450001      
FLOW_OUT_3.txt        10.330000      9.291870       17.702921      16.309999      
FLOW_OUT_3.txt        2.970000       0.048789       6.102057       6.524000       
FLOW_OUT_3.txt        0.720000       0.036861       4.658825       4.981000       
FLOW_OUT_3.txt        3.100000       0.033916       5.407439       5.782000       
FLOW_OUT_3.txt        22.889999      0.042653       7.876913       8.423000       
FLOW_OUT_3.txt        36.410000      15.252450      69.164543      42.060001      
FLOW_OUT_3.txt        72.680000      8.343246       36.922459      15.210000      
FLOW_OUT_3.txt        66.180000      38.281403      125.956390     85.279999      
FLOW_OUT_3.txt        97.110001      121.134003     375.383972     241.600006     
FLOW_OUT_3.txt        150.589996     126.773750     347.901215     212.800003     
FLOW_OUT_3.txt        458.170013     90.269676      147.575806     104.199997     
FLOW_OUT_3.txt        423.709991     59.305176      85.915176      66.120003      
FLOW_OUT_3.txt        241.699997     0.241279       49.997105      29.350000      
FLOW_OUT_3.txt        43.450001      0.121585       23.366232      22.740000      
FLOW_OUT_3.txt        15.970000      0.098782       19.290449      20.629999      
FLOW_OUT_3.txt        23.639999      0.089307       17.943783      19.190001      
FLOW_OUT_3.txt        40.430000      0.084966       17.616335      18.840000      
FLOW_OUT_3.txt        57.029999      20.041800      38.966202      34.830002      
FLOW_OUT_3.txt        72.389999      28.065800      38.676403      39.419998      
FLOW_OUT_3.txt        61.619999      28.707800      97.000206      53.259998      
FLOW_OUT_3.txt        77.900002      56.853424      174.781540     111.900002     
FLOW_OUT_3.txt        173.649994     41.465950      119.501053     72.690002      
FLOW_OUT_3.txt        415.100006     35.868023      66.788467      48.430000      
FLOW_OUT_3.txt        277.350006     42.190727      69.487053      49.150002      
FLOW_OUT_3.txt        73.370003      2.184744       21.987778      20.360001      
FLOW_OUT_3.txt        10.470000      0.072539       14.242295      15.230000      
FLOW_OUT_3.txt        13.220000      0.057917       12.250140      13.100000      
FLOW_OUT_3.txt        10.850000      0.043190       11.613996      12.420000      
FLOW_OUT_3.txt        23.260000      0.068011       12.735805      13.620000      
FLOW_OUT_3.txt        129.690002     8.881895       63.472809      23.700001      
FLOW_OUT_3.txt        138.770004     31.416174      83.299309      57.540001      
FLOW_OUT_3.txt        201.979996     96.686172      230.849319     150.300003     
FLOW_OUT_3.txt        155.270004     108.376495     192.037033     147.699997     
FLOW_OUT_3.txt        448.420013     107.823120     163.232468     107.599998     
FLOW_OUT_3.txt        459.179993     131.419998     220.460052     153.500000     
FLOW_OUT_3.txt        226.210007     109.789253     158.315765     119.400002     
FLOW_OUT_3.txt        59.330002      3.906395       63.107822      59.130001      
FLOW_OUT_3.txt        16.129999      0.210136       45.517601      48.680000      
FLOW_OUT_3.txt        4.810000       0.179818       39.421017      42.160000      
FLOW_OUT_3.txt        16.580000      0.167783       37.363773      39.959999      
FLOW_OUT_3.txt        62.240002      1.204219       35.776878      38.189999      
FLOW_OUT_3.txt        256.359985     87.996674      298.268829     172.399994     
FLOW_OUT_3.txt        122.720001     67.681999      102.556023     94.440002      
FLOW_OUT_3.txt        115.000000     64.725197      112.746811     99.290001      
FLOW_OUT_3.txt        146.210007     60.674648      87.219696      75.589996      
FLOW_OUT_3.txt        225.839996     8.602411       32.487026      33.950001      
FLOW_OUT_3.txt        340.769989     63.144226      159.664261     107.900002     
FLOW_OUT_3.txt        326.320007     133.160248     197.789017     135.199997     
FLOW_OUT_3.txt        197.050003     78.765549      116.857430     94.870003      
FLOW_OUT_3.txt        31.150000      0.255392       58.285553      56.810001      
FLOW_OUT_3.txt        11.440000      0.201362       45.900280      49.090000      
FLOW_OUT_3.txt        19.100000      0.475776       42.562420      45.500000      
FLOW_OUT_3.txt        44.599998      4.128939       40.370403      42.900002      
FLOW_OUT_3.txt        50.490002      8.497410       37.609783      39.650002      
FLOW_OUT_3.txt        55.730000      11.593412      34.790848      36.410000      
FLOW_OUT_3.txt        69.220001      14.448175      31.378307      32.560001      
FLOW_OUT_3.txt        111.110001     16.297825      83.346672      56.540001      
FLOW_OUT_3.txt        155.419998     32.785954      58.255089      60.040001      
FLOW_OUT_3.txt        631.669983     133.885254     306.579773     208.000000     
FLOW_OUT_3.txt        255.000000     22.215425      50.879292      47.189999      
FLOW_OUT_3.txt        26.420000      0.157750       31.062868      33.220001      
FLOW_OUT_3.txt        17.910000      0.125391       25.713953      27.500000      
FLOW_OUT_3.txt        6.510000       0.103686       21.777218      23.290001      
FLOW_OUT_3.txt        17.540001      0.096282       20.514818      21.940001      
FLOW_OUT_3.txt        36.080002      1.342435       20.820463      22.180000      
FLOW_OUT_3.txt        52.349998      4.555715       20.115410      21.200001      
FLOW_OUT_3.txt        59.099998      5.411260       18.479677      19.389999      
FLOW_OUT_3.txt        55.590000      3.977357       16.234472      17.090000      
FLOW_OUT_3.txt        60.889999      6.960608       99.414337      48.740002      
FLOW_OUT_3.txt        88.389999      0.206338       21.387379      16.400000      
FLOW_OUT_3.txt        219.330002     0.938083       54.854301      22.469999      
FLOW_OUT_3.txt        134.919998     0.090192       7.657664       5.482000       
FLOW_OUT_3.txt        31.590000      0.036229       0.384173       0.408400       
FLOW_OUT_3.txt        14.520000      0.065586       5.882955       0.062950       
FLOW_OUT_3.txt        0.420000       0.026468       0.070721       0.045800       
FLOW_OUT_3.txt        2.000000       0.018476       0.055135       0.038410       
FLOW_OUT_3.txt        14.250000      0.015614       1.076154       1.150000       
FLOW_OUT_3.txt        58.400002      0.108785       8.613951       3.744000       
FLOW_OUT_3.txt        53.360001      0.087686       6.745420       4.655000       
FLOW_OUT_3.txt        52.180000      0.412930       19.819939      8.844000       
FLOW_OUT_3.txt        83.910004      95.453827      440.932007     248.600006     
FLOW_OUT_3.txt        305.769989     205.777252     477.207733     311.299988     
FLOW_OUT_3.txt        497.130005     27.898701      66.074608      33.240002      
FLOW_OUT_3.txt        184.199997     15.179026      41.028450      24.459999      
FLOW_OUT_3.txt        30.969999      0.130043       12.625641      13.390000      
FLOW_OUT_3.txt        4.650000       0.047090       9.482730       10.140000      
FLOW_OUT_3.txt        5.040000       0.037669       7.772426       8.311000       
FLOW_OUT_3.txt        5.600000       0.032027       8.145084       8.710000       
FLOW_OUT_3.txt        20.709999      0.031516       9.251975       9.894000       
FLOW_OUT_3.txt        38.689999      0.044250       9.790627       10.470000      
FLOW_OUT_3.txt        40.400002      0.040951       9.425827       10.080000      
FLOW_OUT_3.txt        48.580002      2.509442       34.728607      16.799999      
FLOW_OUT_3.txt        56.580002      0.499101       10.293595      10.980000      
FLOW_OUT_3.txt        57.889999      1.253502       12.536148      10.280000      
FLOW_OUT_3.txt        60.840000      1.284527       13.941622      7.333000       
FLOW_OUT_3.txt        13.460000      0.020837       0.069877       0.073300       
FLOW_OUT_3.txt        1.590000       0.015365       0.058724       0.061750       
FLOW_OUT_3.txt        2.690000       0.012404       0.050753       0.053430       
FLOW_OUT_3.txt        4.980000       0.011706       0.045548       0.047910       
FLOW_OUT_3.txt        2.630000       0.009355       0.039281       0.041370       
FLOW_OUT_3.txt        6.330000       0.008150       0.037541       0.039590       
FLOW_OUT_3.txt        19.650000      0.095115       9.260671       1.572000       
FLOW_OUT_3.txt        26.809999      1.332680       37.072117      16.469999      
FLOW_OUT_3.txt        29.209999      1.851177       27.803970      11.870000      
FLOW_OUT_3.txt        32.029999      36.521225      192.924347     102.199997     
FLOW_OUT_3.txt        111.699997     33.390575      195.528946     86.129997      
FLOW_OUT_3.txt        127.099998     20.114513      38.767471      20.480000      
FLOW_OUT_3.txt        23.690001      0.055477       5.846600       0.945700       
FLOW_OUT_3.txt        2.260000       0.030759       0.106025       0.049970       
FLOW_OUT_3.txt        0.550000       0.020554       0.036682       0.037670       
FLOW_OUT_3.txt        0.270000       0.015106       0.029178       0.030040       
FLOW_OUT_3.txt        0.220000       0.012079       0.024452       0.025210       
FLOW_OUT_3.txt        0.770000       0.014846       0.466641       0.498100       
FLOW_OUT_3.txt        10.320000      0.028207       2.042728       2.183000       
FLOW_OUT_3.txt        25.840000      0.965533       19.245815      8.064000       
FLOW_OUT_3.txt        30.219999      1.910985       14.251117      8.867000       
FLOW_OUT_3.txt        39.669998      9.477158       146.380798     56.369999      
FLOW_OUT_3.txt        70.370003      0.028419       0.506870       0.467600       
FLOW_OUT_3.txt        47.970001      0.035767       2.375677       0.031760       
FLOW_OUT_3.txt        13.910000      0.027516       0.033904       0.032420       
FLOW_OUT_3.txt        0.350000       0.018643       0.024436       0.022970       
FLOW_OUT_3.txt        0.250000       0.013431       0.018683       0.017260       
FLOW_OUT_3.txt        0.200000       0.010409       0.015158       0.013780       
FLOW_OUT_3.txt        0.190000       0.009014       0.013329       0.011990       
FLOW_OUT_7.txt        14.680000      0.314610       6.835955       6.090000       
FLOW_OUT_7.txt        20.129999      4.506392       16.398659      15.140000      
FLOW_OUT_7.txt        32.200001      1.534185       6.917915       6.415000       
FLOW_OUT_7.txt        44.910000      66.333145      197.625809     124.900002     
FLOW_OUT_7.txt        143.509995     37.303177      186.052307     95.879997      
FLOW_OUT_7.txt        163.289993     54.277748      113.837265     69.029999      
FLOW_OUT_7.txt        36.520000      31.413399      45.437210      33.830002      
FLOW_OUT_7.txt        6.950000       10.146100      16.627600      15.720000      
FLOW_OUT_7.txt        2.050000       0.021456       6.155431       6.583000       
FLOW_OUT_7.txt        0.550000       0.017417       4.797785       5.131000       
FLOW_OUT_7.txt        2.080000       0.018392       5.303595       5.672000       
FLOW_OUT_7.txt        12.510000      0.018325       7.134312       7.630000       
FLOW_OUT_7.txt        22.180000      15.700650      69.388351      40.980000      
FLOW_OUT_7.txt        44.610001      8.190972       24.892881      12.890000      
FLOW_OUT_7.txt        35.090000      30.385700      76.098198      59.599998      
FLOW_OUT_7.txt        53.520000      112.615746     302.084534     208.899994     
FLOW_OUT_7.txt        85.519997      123.781250     345.843750     211.100006     
FLOW_OUT_7.txt        373.470001     88.817528      137.128983     99.169998      
FLOW_OUT_7.txt        306.000000     58.233948      85.929100      65.610001      
FLOW_OUT_7.txt        113.190002     0.318239       51.310787      30.260000      
FLOW_OUT_7.txt        23.120001      0.102860       24.740877      23.969999      
FLOW_OUT_7.txt        5.820000       0.085187       20.224314      21.629999      
FLOW_OUT_7.txt        20.209999      0.078465       18.625448      19.920000      
FLOW_OUT_7.txt        28.910000      0.075770       18.027027      19.280001      
FLOW_OUT_7.txt        37.340000      20.371649      39.277344      34.790001      
FLOW_OUT_7.txt        50.110001      28.222124      38.378254      39.090000      
FLOW_OUT_7.txt        54.509998      28.778776      93.452721      52.689999      
FLOW_OUT_7.txt        60.209999      57.023777      168.745636     111.300003     
FLOW_OUT_7.txt        125.029999     41.782703      109.439301     71.510002      
FLOW_OUT_7.txt        192.000000     36.404449      65.632545      48.840000      
FLOW_OUT_7.txt        157.570007     43.235752      67.443504      49.470001      
FLOW_OUT_7.txt        52.119999      1.773149       23.166756      21.600000      
FLOW_OUT_7.txt        7.700000       0.066688       15.483900      16.559999      
FLOW_OUT_7.txt        10.060000      0.040094       13.408177      14.340000      
FLOW_OUT_7.txt        8.250000       0.037477       12.547956      13.420000      
FLOW_OUT_7.txt        14.400000      0.074453       13.269038      14.190000      
FLOW_OUT_7.txt        66.620003      8.777480       48.855320      22.350000      
FLOW_OUT_7.txt        88.949997      29.963501      76.526512      54.250000      
FLOW_OUT_7.txt        138.669998     85.104019      206.532471     137.100006     
FLOW_OUT_7.txt        122.690002     99.511375      168.934769     135.899994     
FLOW_OUT_7.txt        285.640015     100.177376     144.225494     100.000000     
FLOW_OUT_7.txt        254.139999     124.822250     214.140533     147.800003     
FLOW_OUT_7.txt        151.619995     110.252502     154.197479     115.199997     
FLOW_OUT_7.txt        48.040001      4.324681       63.845524      56.279999      
FLOW_OUT_7.txt        14.620000      0.181147       43.627502      46.660000      
FLOW_OUT_7.txt        5.410000       0.157568       37.877216      40.509998      
FLOW_OUT_7.txt        12.660000      0.148065       35.623840      38.099998      
FLOW_OUT_7.txt        37.650002      1.521480       33.675686      35.919998      
FLOW_OUT_7.txt        109.150002     88.032303      284.045715     168.800003     
FLOW_OUT_7.txt        67.889999      67.460075      101.129410     91.720001      
FLOW_OUT_7.txt        77.660004      64.793350      111.337616     97.290001      
FLOW_OUT_7.txt        112.949997     60.967148      86.584709      73.989998      
FLOW_OUT_7.txt        146.029999     8.992796       31.972464      33.090000      
FLOW_OUT_7.txt        244.229996     63.673599      157.622391     107.400002     
FLOW_OUT_7.txt        272.320007     134.259125     198.608536     135.500000     
FLOW_OUT_7.txt        184.839996     80.046448      118.250534     95.699997      
FLOW_OUT_7.txt        25.330000      0.293821       59.710625      57.939999      
FLOW_OUT_7.txt        14.940000      0.192593       46.946640      50.209999      
FLOW_OUT_7.txt        13.710000      0.809630       43.257217      46.220001      
FLOW_OUT_7.txt        34.990002      4.755634       40.673012      43.180000      
FLOW_OUT_7.txt        42.610001      8.844018       37.660511      39.680000      
FLOW_OUT_7.txt        46.639999      11.731988      34.575542      36.169998      
FLOW_OUT_7.txt        51.619999      14.506937      31.129749      32.290001      
FLOW_OUT_7.txt        75.379997      16.539024      83.737465      56.549999      
FLOW_OUT_7.txt        105.970001     33.203926      58.422665      60.189999      
FLOW_OUT_7.txt        353.000000     134.375504     305.854492     208.399994     
FLOW_OUT_7.txt        175.979996     22.777637      51.990955      48.209999      
FLOW_OUT_7.txt        27.830000      0.254131       32.321728      34.560001      
FLOW_OUT_7.txt        24.930000      0.151398       27.005613      28.879999      
FLOW_OUT_7.txt        3.530000       0.095923       23.001240      24.600000      
FLOW_OUT_7.txt        8.890000       0.106986       21.450270      22.940001      
FLOW_OUT_7.txt        30.360001      1.751889       21.342596      22.709999      
FLOW_OUT_7.txt        37.720001      4.851625       20.377752      21.459999      
FLOW_OUT_7.txt        40.000000      5.592183       18.622343      19.530001      
FLOW_OUT_7.txt        43.650002      4.151230       16.376678      17.230000      
FLOW_OUT_7.txt        42.340000      5.705933       57.822502      35.410000      
FLOW_OUT_7.txt        52.340000      0.213970       21.482073      16.730000      
FLOW_OUT_7.txt        139.320007     1.103716       55.447979      23.270000      
FLOW_OUT_7.txt        74.980003      0.057152       6.734275       6.442000       
FLOW_OUT_7.txt        18.090000      0.006885       1.143754       1.223000       
FLOW_OUT_7.txt        8.580000       0.012462       1.989973       0.159000       
FLOW_OUT_7.txt        0.320000       0.004273       0.142081       0.059230       
FLOW_OUT_7.txt        2.390000       0.005018       0.398533       0.426000       
FLOW_OUT_7.txt        8.920000       0.005955       1.738371       1.859000       
FLOW_OUT_7.txt        34.740002      0.074540       8.760296       3.988000       
FLOW_OUT_7.txt        33.070000      0.058742       6.795858       4.786000       
FLOW_OUT_7.txt        34.290001      0.470391       19.904835      8.903000       
FLOW_OUT_7.txt        55.840000      94.827797      403.302734     241.899994     
FLOW_OUT_7.txt        198.839996     203.046265     445.678833     298.000000     
FLOW_OUT_7.txt        308.329987     23.728300      65.522797      31.860001      
FLOW_OUT_7.txt        125.529999     15.197850      41.980595      24.820000      
FLOW_OUT_7.txt        38.580002      0.165403       13.890434      14.420000      
FLOW_OUT_7.txt        5.960000       0.032157       10.500317      11.230000      
FLOW_OUT_7.txt        4.310000       0.017971       8.767749       9.377000       
FLOW_OUT_7.txt        5.180000       0.017820       8.859360       9.475000       
FLOW_OUT_7.txt        15.410000      0.018719       9.565269       10.230000      
FLOW_OUT_7.txt        23.180000      0.029445       9.799011       10.480000      
FLOW_OUT_7.txt        25.400000      0.031299       9.249449       9.892000       
FLOW_OUT_7.txt        30.809999      2.664123       34.718723      16.370001      
FLOW_OUT_7.txt        32.810001      0.542561       10.530066      11.230000      
FLOW_OUT_7.txt        35.470001      1.419832       12.743616      10.620000      
FLOW_OUT_7.txt        33.680000      1.551550       14.211451      7.972000       
FLOW_OUT_7.txt        10.440000      0.003992       0.196185       0.209600       
FLOW_OUT_7.txt        0.750000       0.003495       0.126607       0.135200       
FLOW_OUT_7.txt        3.830000       0.003224       0.112101       0.119700       
FLOW_OUT_7.txt        2.030000       0.003018       0.099094       0.105800       
FLOW_OUT_7.txt        1.580000       0.002781       0.087777       0.093710       
FLOW_OUT_7.txt        4.550000       0.002659       0.149747       0.160000       
FLOW_OUT_7.txt        9.700000       0.079054       9.490440       1.878000       
FLOW_OUT_7.txt        14.480000      1.427793       37.181255      16.549999      
FLOW_OUT_7.txt        16.940001      1.990242       28.075808      12.070000      
FLOW_OUT_7.txt        23.990000      36.781124      190.671722     102.500000     
FLOW_OUT_7.txt        69.919998      33.113125      165.649399     78.959999      
FLOW_OUT_7.txt        63.209999      20.923576      39.341854      21.219999      
FLOW_OUT_7.txt        15.770000      0.100128       6.807757       1.679000       
FLOW_OUT_7.txt        3.850000       0.004446       0.486706       0.050740       
